dataset,method,predicted,predicted*2,predicted/2,ground_truth,ad,ad*2,ad/2,min_ad,top_ad
MiddlePhalanxTW,Autoperiod,80,160,40.0,80.0010000000002,0.0010000000002037268,79.9989999999998,40.001000000000204,0.0010000000002037268,0.0010000000002037268
MoteStrain,Autoperiod,84,168,42.0,85.18099999999998,1.1809999999999832,82.81900000000002,43.18099999999998,1.1809999999999832,1.1809999999999832
NonInvasiveFetalECGThorax1,Autoperiod,47,94,23.5,47.0,0.0,47.0,23.5,0.0,0.0
NonInvasiveFetalECGThorax2,Autoperiod,47,94,23.5,47.0,0.0,47.0,23.5,0.0,0.0
OSULeaf,Autoperiod,13,26,6.5,56.0,43.0,30.0,49.5,30.0,43.0
OliveOil,Autoperiod,285,570,142.5,285.00049999999965,0.0004999999996471161,284.99950000000035,142.50049999999965,0.0004999999996471161,0.0004999999996471161
Plane,Autoperiod,18,36,9.0,36.0,18.0,0.0,27.0,0.0,18.0
ProximalPhalanxOutlineAgeGroup,Autoperiod,10,20,5.0,10.0,0.0,10.0,5.0,0.0,0.0
ProximalPhalanxOutlineCorrect,Autoperiod,10,20,5.0,10.0,0.0,10.0,5.0,0.0,0.0
ProximalPhalanxTW,Autoperiod,20,40,10.0,20.0,0.0,20.0,10.0,0.0,0.0
ShapeletSim,Autoperiod,2,4,1.0,33.0,31.0,29.0,32.0,29.0,31.0
ShapesAll,Autoperiod,65,130,32.5,127.00700000000006,62.00700000000006,2.992999999999938,94.50700000000006,2.992999999999938,62.00700000000006
SonyAIBORobotSurface1,Autoperiod,33,66,16.5,37.99899999999991,4.99899999999991,28.00100000000009,21.49899999999991,4.99899999999991,4.99899999999991
SonyAIBORobotSurface2,Autoperiod,7,14,3.5,63.756500000000074,56.756500000000074,49.756500000000074,60.256500000000074,49.756500000000074,56.756500000000074
Strawberry,Autoperiod,15,30,7.5,14.996999999999986,0.0030000000000143245,15.003000000000014,7.496999999999986,0.0030000000000143245,0.0030000000000143245
SwedishLeaf,Autoperiod,16,32,8.0,32.0,16.0,0.0,24.0,0.0,16.0
Symbols,Autoperiod,100,200,50.0,100.00149999999996,0.0014999999999645297,99.99850000000004,50.001499999999965,0.0014999999999645297,0.0014999999999645297
SyntheticControl,Autoperiod,15,30,7.5,15.000999999999976,0.0009999999999763531,14.999000000000024,7.500999999999976,0.0009999999999763531,0.0009999999999763531
ToeSegmentation1,Autoperiod,24,48,12.0,76.0,52.0,28.0,64.0,28.0,52.0
ToeSegmentation2,Autoperiod,35,70,17.5,35.00200000000001,0.0020000000000095497,34.99799999999999,17.50200000000001,0.0020000000000095497,0.0020000000000095497
Trace,Autoperiod,69,138,34.5,69.0,0.0,69.0,34.5,0.0,0.0
TwoLeadECG,Autoperiod,20,40,10.0,20.742500000000007,0.7425000000000068,19.257499999999993,10.742500000000007,0.7425000000000068,0.7425000000000068
UMD,Autoperiod,151,302,75.5,149.49200000000002,1.5079999999999814,152.50799999999998,73.99200000000002,1.5079999999999814,1.5079999999999814
UWaveGestureLibraryAll,Autoperiod,5,10,2.5,20.998999999999796,15.998999999999796,10.998999999999796,18.498999999999796,10.998999999999796,15.998999999999796
UWaveGestureLibraryX,Autoperiod,5,10,2.5,10.99899999999991,5.99899999999991,0.99899999999991,8.49899999999991,0.99899999999991,5.99899999999991
UWaveGestureLibraryY,Autoperiod,5,10,2.5,10.0,5.0,0.0,7.5,0.0,5.0
UWaveGestureLibraryZ,Autoperiod,5,10,2.5,15.0,10.0,5.0,12.5,5.0,10.0
WordSynonyms,Autoperiod,34,68,17.0,33.998999999999995,0.0010000000000047748,34.001000000000005,16.998999999999995,0.0010000000000047748,0.0010000000000047748
Yoga,Autoperiod,24,48,12.0,64.76299999999992,40.76299999999992,16.76299999999992,52.76299999999992,16.76299999999992,40.76299999999992
Adiac,RobustPeriod,4,8,2.0,22.02099999999996,18.02099999999996,14.020999999999962,20.02099999999996,14.020999999999962,20.02099999999996
ArrowHead,RobustPeriod,31,62,15.5,62.833999999999946,31.833999999999946,0.8339999999999463,47.333999999999946,0.8339999999999463,47.333999999999946
Beef,RobustPeriod,7,14,3.5,117.019,110.019,103.019,113.519,103.019,113.519
BirdChicken,RobustPeriod,43,86,21.5,129.56650000000008,86.56650000000008,43.566500000000076,108.06650000000008,43.566500000000076,108.06650000000008
CBF,RobustPeriod,343,686,171.5,31.999999999999982,311.0,654.0,139.50000000000003,139.50000000000003,139.50000000000003
Car,RobustPeriod,18,36,9.0,36.00199999999995,18.001999999999953,0.0019999999999527063,27.001999999999953,0.0019999999999527063,27.001999999999953
Chinatown,RobustPeriod,24,48,12.0,24.002999999999982,0.00299999999998235,23.997000000000018,12.002999999999982,0.00299999999998235,12.002999999999982
ChlorineConcentration,RobustPeriod,21,42,10.5,83.0,62.0,41.0,72.5,41.0,72.5
CinCECGTorso,RobustPeriod,10,20,5.0,205.0,195.0,185.0,200.0,185.0,200.0
Coffee,RobustPeriod,4,8,2.0,36.0,32.0,28.0,34.0,28.0,34.0
CricketX,RobustPeriod,69,138,34.5,21.0,48.0,117.0,13.5,13.5,13.5
CricketY,RobustPeriod,19,38,9.5,19.0,0.0,19.0,9.5,0.0,9.5
CricketZ,RobustPeriod,323,646,161.5,37.00049999999999,285.9995,608.9995,124.49950000000001,124.49950000000001,124.49950000000001
Crop,RobustPeriod,12,24,6.0,23.01600000000053,11.016000000000531,0.9839999999994689,17.01600000000053,0.9839999999994689,17.01600000000053
DiatomSizeReduction,RobustPeriod,14,28,7.0,43.0,29.0,15.0,36.0,15.0,36.0
DistalPhalanxOutlineAgeGroup,RobustPeriod,3,6,1.5,10.0,7.0,4.0,8.5,4.0,8.5
DistalPhalanxTW,RobustPeriod,3,6,1.5,20.0,17.0,14.0,18.5,14.0,18.5
DodgerLoopDay,RobustPeriod,96,192,48.0,288.928,192.928,96.928,240.928,96.928,240.928
ECG200,RobustPeriod,12,24,6.0,24.000999999999976,12.000999999999976,0.0009999999999763531,18.000999999999976,0.0009999999999763531,18.000999999999976
ECGFiveDays,RobustPeriod,17,34,8.5,34.0,17.0,0.0,25.5,0.0,25.5
EOGHorizontalSignal,RobustPeriod,19,38,9.5,78.00900000000001,59.009000000000015,40.009000000000015,68.50900000000001,40.009000000000015,68.50900000000001
EOGVerticalSignal,RobustPeriod,20,40,10.0,78.0005000000001,58.0005000000001,38.0005000000001,68.0005000000001,38.0005000000001,68.0005000000001
FaceAll,RobustPeriod,6,12,3.0,33.0,27.0,21.0,30.0,21.0,30.0
FaceFour,RobustPeriod,44,88,22.0,350.00549999999976,306.00549999999976,262.00549999999976,328.00549999999976,262.00549999999976,328.00549999999976
FacesUCR,RobustPeriod,22,44,11.0,65.0,43.0,21.0,54.0,21.0,54.0
FiftyWords,RobustPeriod,34,68,17.0,33.99800000000005,0.0019999999999527063,34.00199999999995,16.998000000000047,0.0019999999999527063,16.998000000000047
Fish,RobustPeriod,14,28,7.0,57.99799999999959,43.99799999999959,29.997999999999593,50.99799999999959,29.997999999999593,50.99799999999959
FreezerRegularTrain,RobustPeriod,15,30,7.5,75.0034999999998,60.0034999999998,45.0034999999998,67.5034999999998,45.0034999999998,67.5034999999998
GunPoint,RobustPeriod,37,74,18.5,37.50749999999999,0.5074999999999932,36.49250000000001,19.007499999999993,0.5074999999999932,19.007499999999993
Ham,RobustPeriod,27,54,13.5,107.99699999999984,80.99699999999984,53.996999999999844,94.49699999999984,53.996999999999844,94.49699999999984
Haptics,RobustPeriod,17,34,8.5,68.00200000000041,51.00200000000041,34.00200000000041,59.50200000000041,34.00200000000041,59.50200000000041
Herring,RobustPeriod,64,128,32.0,128.00500000000005,64.00500000000005,0.005000000000052296,96.00500000000005,0.005000000000052296,96.00500000000005
InlineSkate,RobustPeriod,118,236,59.0,114.03599999999985,3.964000000000155,121.96400000000015,55.035999999999845,3.964000000000155,55.035999999999845
InsectWingbeatSound,RobustPeriod,83,166,41.5,15.519499999999994,67.4805,150.4805,25.980500000000006,25.980500000000006,25.980500000000006
ItalyPowerDemand,RobustPeriod,12,24,6.0,23.99700000000007,11.997000000000071,0.0029999999999290594,17.99700000000007,0.0029999999999290594,17.99700000000007
LargeKitchenAppliances,RobustPeriod,22,44,11.0,28.45149999999967,6.451499999999669,15.548500000000331,17.45149999999967,6.451499999999669,17.45149999999967
Lightning2,RobustPeriod,34,68,17.0,19.98599999999999,14.01400000000001,48.01400000000001,2.98599999999999,2.98599999999999,2.98599999999999
Lightning7,RobustPeriod,27,54,13.5,159.00599999999986,132.00599999999986,105.00599999999986,145.50599999999986,105.00599999999986,145.50599999999986
Mallat,RobustPeriod,128,256,64.0,128.00099999999998,0.0009999999999763531,127.99900000000002,64.00099999999998,0.0009999999999763531,64.00099999999998
Meat,RobustPeriod,5,10,2.5,56.0,51.0,46.0,53.5,46.0,53.5
MedicalImages,RobustPeriod,16,32,8.0,49.01599999999985,33.01599999999985,17.01599999999985,41.01599999999985,17.01599999999985,41.01599999999985
MelbournePedestrian,RobustPeriod,6,12,3.0,12.000999999999747,6.000999999999747,0.000999999999747203,9.000999999999747,0.000999999999747203,9.000999999999747
MiddlePhalanxOutlineAgeGroup,RobustPeriod,13,26,6.5,40.0,27.0,14.0,33.5,14.0,33.5
MiddlePhalanxOutlineCorrect,RobustPeriod,136,272,68.0,20.0,116.0,252.0,48.0,48.0,48.0
MiddlePhalanxTW,RobustPeriod,27,54,13.5,80.0010000000002,53.001000000000204,26.001000000000204,66.5010000000002,26.001000000000204,66.5010000000002
MoteStrain,RobustPeriod,16,32,8.0,85.18099999999998,69.18099999999998,53.18099999999998,77.18099999999998,53.18099999999998,77.18099999999998
NonInvasiveFetalECGThorax1,RobustPeriod,7,14,3.5,47.0,40.0,33.0,43.5,33.0,43.5
NonInvasiveFetalECGThorax2,RobustPeriod,10,20,5.0,47.0,37.0,27.0,42.0,27.0,42.0
OSULeaf,RobustPeriod,64,128,32.0,56.0,8.0,72.0,24.0,8.0,24.0
OliveOil,RobustPeriod,26,52,13.0,285.00049999999965,259.00049999999965,233.00049999999965,272.00049999999965,233.00049999999965,272.00049999999965
Plane,RobustPeriod,12,24,6.0,36.0,24.0,12.0,30.0,12.0,30.0
ProximalPhalanxOutlineAgeGroup,RobustPeriod,3,6,1.5,10.0,7.0,4.0,8.5,4.0,8.5
ProximalPhalanxOutlineCorrect,RobustPeriod,135,270,67.5,10.0,125.0,260.0,57.5,57.5,57.5
ProximalPhalanxTW,RobustPeriod,3,6,1.5,20.0,17.0,14.0,18.5,14.0,18.5
ShapeletSim,RobustPeriod,100,200,50.0,33.0,67.0,167.0,17.0,17.0,17.0
ShapesAll,RobustPeriod,64,128,32.0,127.00700000000006,63.00700000000006,0.9929999999999382,95.00700000000006,0.9929999999999382,95.00700000000006
SonyAIBORobotSurface1,RobustPeriod,14,28,7.0,37.99899999999991,23.99899999999991,9.99899999999991,30.99899999999991,9.99899999999991,30.99899999999991
SonyAIBORobotSurface2,RobustPeriod,32,64,16.0,63.756500000000074,31.756500000000074,0.24349999999992633,47.756500000000074,0.24349999999992633,47.756500000000074
Strawberry,RobustPeriod,15,30,7.5,14.996999999999986,0.0030000000000143245,15.003000000000014,7.496999999999986,0.0030000000000143245,7.496999999999986
SwedishLeaf,RobustPeriod,16,32,8.0,32.0,16.0,0.0,24.0,0.0,24.0
Symbols,RobustPeriod,33,66,16.5,100.00149999999996,67.00149999999996,34.001499999999965,83.50149999999996,34.001499999999965,83.50149999999996
SyntheticControl,RobustPeriod,160,320,80.0,15.000999999999976,144.99900000000002,304.999,64.99900000000002,64.99900000000002,64.99900000000002
ToeSegmentation1,RobustPeriod,88,176,44.0,76.0,12.0,100.0,32.0,12.0,32.0
ToeSegmentation2,RobustPeriod,34,68,17.0,35.00200000000001,1.0020000000000095,32.99799999999999,18.00200000000001,1.0020000000000095,18.00200000000001
Trace,RobustPeriod,34,68,17.0,69.0,35.0,1.0,52.0,1.0,52.0
TwoLeadECG,RobustPeriod,10,20,5.0,20.742500000000007,10.742500000000007,0.7425000000000068,15.742500000000007,0.7425000000000068,15.742500000000007
UMD,RobustPeriod,25,50,12.5,149.49200000000002,124.49200000000002,99.49200000000002,136.99200000000002,99.49200000000002,136.99200000000002
UWaveGestureLibraryAll,RobustPeriod,15,30,7.5,20.998999999999796,5.998999999999796,9.001000000000204,13.498999999999796,5.998999999999796,13.498999999999796
UWaveGestureLibraryX,RobustPeriod,35,70,17.5,10.99899999999991,24.00100000000009,59.00100000000009,6.50100000000009,6.50100000000009,6.50100000000009
UWaveGestureLibraryY,RobustPeriod,61,122,30.5,10.0,51.0,112.0,20.5,20.5,20.5
UWaveGestureLibraryZ,RobustPeriod,36,72,18.0,15.0,21.0,57.0,3.0,3.0,3.0
WordSynonyms,RobustPeriod,11,22,5.5,33.998999999999995,22.998999999999995,11.998999999999995,28.498999999999995,11.998999999999995,28.498999999999995
Yoga,RobustPeriod,18,36,9.0,64.76299999999992,46.76299999999992,28.76299999999992,55.76299999999992,28.76299999999992,55.76299999999992
Adiac,ReWin,1,2,0.5,22.02099999999996,21.02099999999996,20.02099999999996,21.52099999999996,20.02099999999996,20.02099999999996
ArrowHead,ReWin,1,2,0.5,62.833999999999946,61.833999999999946,60.833999999999946,62.333999999999946,60.833999999999946,60.833999999999946
Beef,ReWin,1,2,0.5,117.019,116.019,115.019,116.519,115.019,115.019
BirdChicken,ReWin,1,2,0.5,129.56650000000008,128.56650000000008,127.56650000000008,129.06650000000008,127.56650000000008,127.56650000000008
CBF,ReWin,1,2,0.5,31.999999999999982,30.999999999999982,29.999999999999982,31.499999999999982,29.999999999999982,29.999999999999982
Car,ReWin,1,2,0.5,36.00199999999995,35.00199999999995,34.00199999999995,35.50199999999995,34.00199999999995,34.00199999999995
Chinatown,ReWin,1,2,0.5,24.002999999999982,23.002999999999982,22.002999999999982,23.502999999999982,22.002999999999982,22.002999999999982
ChlorineConcentration,ReWin,1,2,0.5,83.0,82.0,81.0,82.5,81.0,81.0
CinCECGTorso,ReWin,1,2,0.5,205.0,204.0,203.0,204.5,203.0,203.0
Coffee,ReWin,1,2,0.5,36.0,35.0,34.0,35.5,34.0,34.0
CricketX,ReWin,1,2,0.5,21.0,20.0,19.0,20.5,19.0,19.0
CricketY,ReWin,1,2,0.5,19.0,18.0,17.0,18.5,17.0,17.0
CricketZ,ReWin,1,2,0.5,37.00049999999999,36.00049999999999,35.00049999999999,36.50049999999999,35.00049999999999,35.00049999999999
Crop,ReWin,1,2,0.5,23.01600000000053,22.01600000000053,21.01600000000053,22.51600000000053,21.01600000000053,21.01600000000053
DiatomSizeReduction,ReWin,1,2,0.5,43.0,42.0,41.0,42.5,41.0,41.0
DistalPhalanxOutlineAgeGroup,ReWin,1,2,0.5,10.0,9.0,8.0,9.5,8.0,8.0
DistalPhalanxTW,ReWin,1,2,0.5,20.0,19.0,18.0,19.5,18.0,18.0
DodgerLoopDay,ReWin,1,2,0.5,288.928,287.928,286.928,288.428,286.928,286.928
ECG200,ReWin,1,2,0.5,24.000999999999976,23.000999999999976,22.000999999999976,23.500999999999976,22.000999999999976,22.000999999999976
ECGFiveDays,ReWin,1,2,0.5,34.0,33.0,32.0,33.5,32.0,32.0
EOGHorizontalSignal,ReWin,1,2,0.5,78.00900000000001,77.00900000000001,76.00900000000001,77.50900000000001,76.00900000000001,76.00900000000001
EOGVerticalSignal,ReWin,1,2,0.5,78.0005000000001,77.0005000000001,76.0005000000001,77.5005000000001,76.0005000000001,76.0005000000001
FaceAll,ReWin,1,2,0.5,33.0,32.0,31.0,32.5,31.0,31.0
FaceFour,ReWin,1,2,0.5,350.00549999999976,349.00549999999976,348.00549999999976,349.50549999999976,348.00549999999976,348.00549999999976
FacesUCR,ReWin,1,2,0.5,65.0,64.0,63.0,64.5,63.0,63.0
FiftyWords,ReWin,1,2,0.5,33.99800000000005,32.99800000000005,31.998000000000047,33.49800000000005,31.998000000000047,31.998000000000047
Fish,ReWin,1,2,0.5,57.99799999999959,56.99799999999959,55.99799999999959,57.49799999999959,55.99799999999959,55.99799999999959
FreezerRegularTrain,ReWin,1,2,0.5,75.0034999999998,74.0034999999998,73.0034999999998,74.5034999999998,73.0034999999998,73.0034999999998
GunPoint,ReWin,1,2,0.5,37.50749999999999,36.50749999999999,35.50749999999999,37.00749999999999,35.50749999999999,35.50749999999999
Ham,ReWin,1,2,0.5,107.99699999999984,106.99699999999984,105.99699999999984,107.49699999999984,105.99699999999984,105.99699999999984
Haptics,ReWin,1,2,0.5,68.00200000000041,67.00200000000041,66.00200000000041,67.50200000000041,66.00200000000041,66.00200000000041
Herring,ReWin,1,2,0.5,128.00500000000005,127.00500000000005,126.00500000000005,127.50500000000005,126.00500000000005,126.00500000000005
InlineSkate,ReWin,1,2,0.5,114.03599999999985,113.03599999999985,112.03599999999985,113.53599999999985,112.03599999999985,112.03599999999985
InsectWingbeatSound,ReWin,1,2,0.5,15.519499999999994,14.519499999999994,13.519499999999994,15.019499999999994,13.519499999999994,13.519499999999994
ItalyPowerDemand,ReWin,1,2,0.5,23.99700000000007,22.99700000000007,21.99700000000007,23.49700000000007,21.99700000000007,21.99700000000007
LargeKitchenAppliances,ReWin,1,2,0.5,28.45149999999967,27.45149999999967,26.45149999999967,27.95149999999967,26.45149999999967,26.45149999999967
Lightning2,ReWin,1,2,0.5,19.98599999999999,18.98599999999999,17.98599999999999,19.48599999999999,17.98599999999999,17.98599999999999
Lightning7,ReWin,1,2,0.5,159.00599999999986,158.00599999999986,157.00599999999986,158.50599999999986,157.00599999999986,157.00599999999986
Mallat,ReWin,1,2,0.5,128.00099999999998,127.00099999999998,126.00099999999998,127.50099999999998,126.00099999999998,126.00099999999998
Meat,ReWin,1,2,0.5,56.0,55.0,54.0,55.5,54.0,54.0
MedicalImages,ReWin,1,2,0.5,49.01599999999985,48.01599999999985,47.01599999999985,48.51599999999985,47.01599999999985,47.01599999999985
MelbournePedestrian,ReWin,1,2,0.5,12.000999999999747,11.000999999999747,10.000999999999747,11.500999999999747,10.000999999999747,10.000999999999747
MiddlePhalanxOutlineAgeGroup,ReWin,1,2,0.5,40.0,39.0,38.0,39.5,38.0,38.0
MiddlePhalanxOutlineCorrect,ReWin,1,2,0.5,20.0,19.0,18.0,19.5,18.0,18.0
MiddlePhalanxTW,ReWin,1,2,0.5,80.0010000000002,79.0010000000002,78.0010000000002,79.5010000000002,78.0010000000002,78.0010000000002
MoteStrain,ReWin,1,2,0.5,85.18099999999998,84.18099999999998,83.18099999999998,84.68099999999998,83.18099999999998,83.18099999999998
NonInvasiveFetalECGThorax1,ReWin,1,2,0.5,47.0,46.0,45.0,46.5,45.0,45.0
NonInvasiveFetalECGThorax2,ReWin,1,2,0.5,47.0,46.0,45.0,46.5,45.0,45.0
OSULeaf,ReWin,1,2,0.5,56.0,55.0,54.0,55.5,54.0,54.0
OliveOil,ReWin,1,2,0.5,285.00049999999965,284.00049999999965,283.00049999999965,284.50049999999965,283.00049999999965,283.00049999999965
Plane,ReWin,1,2,0.5,36.0,35.0,34.0,35.5,34.0,34.0
ProximalPhalanxOutlineAgeGroup,ReWin,1,2,0.5,10.0,9.0,8.0,9.5,8.0,8.0
ProximalPhalanxOutlineCorrect,ReWin,1,2,0.5,10.0,9.0,8.0,9.5,8.0,8.0
ProximalPhalanxTW,ReWin,1,2,0.5,20.0,19.0,18.0,19.5,18.0,18.0
ShapeletSim,ReWin,1,2,0.5,33.0,32.0,31.0,32.5,31.0,31.0
ShapesAll,ReWin,1,2,0.5,127.00700000000006,126.00700000000006,125.00700000000006,126.50700000000006,125.00700000000006,125.00700000000006
SonyAIBORobotSurface1,ReWin,1,2,0.5,37.99899999999991,36.99899999999991,35.99899999999991,37.49899999999991,35.99899999999991,35.99899999999991
SonyAIBORobotSurface2,ReWin,1,2,0.5,63.756500000000074,62.756500000000074,61.756500000000074,63.256500000000074,61.756500000000074,61.756500000000074
Strawberry,ReWin,1,2,0.5,14.996999999999986,13.996999999999986,12.996999999999986,14.496999999999986,12.996999999999986,12.996999999999986
SwedishLeaf,ReWin,1,2,0.5,32.0,31.0,30.0,31.5,30.0,30.0
Symbols,ReWin,1,2,0.5,100.00149999999996,99.00149999999996,98.00149999999996,99.50149999999996,98.00149999999996,98.00149999999996
SyntheticControl,ReWin,1,2,0.5,15.000999999999976,14.000999999999976,13.000999999999976,14.500999999999976,13.000999999999976,13.000999999999976
ToeSegmentation1,ReWin,1,2,0.5,76.0,75.0,74.0,75.5,74.0,74.0
ToeSegmentation2,ReWin,1,2,0.5,35.00200000000001,34.00200000000001,33.00200000000001,34.50200000000001,33.00200000000001,33.00200000000001
Trace,ReWin,1,2,0.5,69.0,68.0,67.0,68.5,67.0,67.0
TwoLeadECG,ReWin,1,2,0.5,20.742500000000007,19.742500000000007,18.742500000000007,20.242500000000007,18.742500000000007,18.742500000000007
UMD,ReWin,1,2,0.5,149.49200000000002,148.49200000000002,147.49200000000002,148.99200000000002,147.49200000000002,147.49200000000002
UWaveGestureLibraryAll,ReWin,1,2,0.5,20.998999999999796,19.998999999999796,18.998999999999796,20.498999999999796,18.998999999999796,18.998999999999796
UWaveGestureLibraryX,ReWin,1,2,0.5,10.99899999999991,9.99899999999991,8.99899999999991,10.49899999999991,8.99899999999991,8.99899999999991
UWaveGestureLibraryY,ReWin,1,2,0.5,10.0,9.0,8.0,9.5,8.0,8.0
UWaveGestureLibraryZ,ReWin,1,2,0.5,15.0,14.0,13.0,14.5,13.0,13.0
WordSynonyms,ReWin,1,2,0.5,33.998999999999995,32.998999999999995,31.998999999999995,33.498999999999995,31.998999999999995,31.998999999999995
Yoga,ReWin,1,2,0.5,64.76299999999992,63.76299999999992,62.76299999999992,64.26299999999992,62.76299999999992,62.76299999999992
